Timestamp,Temperature,Humidity,,,
20241003030551,18,80,,,
20241003030552,18,80,,,
20241003030553,18,80,,,
20241003030554,18,80,,,
20241003030555,18,80,,,
20241003030556,18,80,,,
20241003030557,18,80,,,
20241003030558,19,81,,,
20241003030559,20,80,,,
20241003030560,18,80,,,
20241003030561,18,80,,,
20241003030562,18,80,,,
20241003030563,18,80,,,
20241003030564,18,80,,,
20241003030565,18,80,,,
20241003030566,19,81,,,
20241003030567,18,80,,,
20241003030568,18,80,,,
20241003030569,18,80,,,
20241003030570,18,80,,,
20241003030571,18,80,,,
20241003030572,18,80,,,
20241003030573,18,80,,,
20241003030574,19,81,,,
20241003030575,18,80,,,
20241003030576,20,80,,,
20241003030577,18,80,,,
20241003030578,18,80,,,
20241003030579,18,80,,,
20241003030580,18,80,,,
20241003030581,18,80,,,
20241003030582,19,81,,,
20241003030583,18,80,,,
20241003030584,18,80,,,
20241003030585,18,80,,,
20241003030586,18,80,,,
20241003030587,18,80,,,
20241003030588,18,80,,,
20241003030589,18,80,,,
20241003030590,19,81,,,
20241003030591,18,80,,,
20241003030592,18,80,,,
20241003030593,20,80,,,
20241003030594,18,80,,,
20241003030595,18,80,,,
20241003030596,18,80,,,
20241003030597,18,80,,,
20241003030598,19,81,,,
20241003030599,18,80,,,
20241003030600,18,80,,,
20241003030601,18,80,,,
20241003030602,18,80,,,
20241003030603,18,80,,,
20241003030604,18,80,,,
20241003030605,18,80,,,
20241003030606,19,81,,,
20241003030607,18,80,,,
20241003030608,18,80,,,
20241003030609,18,80,,,
20241003030610,20,80,,,
20241003030611,18,80,,,
20241003030612,18,80,,,
20241003030613,18,80,,,
20241003030614,19,81,,,
20241003030615,18,80,,,
20241003030616,18,80,,,
20241003030617,18,80,,,
20241003030618,18,80,,,
20241003030619,18,80,,,
20241003030620,18,80,,,
20241003030621,18,80,,,
20241003030622,19,81,,,
20241003030623,18,80,,,
20241003030624,18,80,,,
20241003030625,18,80,,,
20241003030626,18,80,,,
20241003030627,20,80,,,
20241003030628,18,80,,,
20241003030629,18,80,,,
20241003030630,19,81,,,
20241003030631,18,80,,,
20241003030632,18,80,,,
20241003030633,18,80,,,
20241003030634,18,80,,,
20241003030635,18,80,,,
20241003030636,18,80,,,
20241003030637,18,80,,,
20241003030638,19,81,,,
20241003030639,18,80,,,
20241003030640,18,80,,,
20241003030641,18,80,,,
20241003030642,18,80,,,
20241003030643,18,80,,,
20241003030644,20,80,,,
20241003030645,18,80,,,
20241003030646,19,81,,,
20241003030647,18,80,,,
20241003030648,18,80,,,
20241003030649,18,80,,,
20241003030650,18,80,,,
20241003030651,18,80,,,
20241003030652,18,80,,,
20241003030653,18,80,,,
20241003030654,19,81,,,
20241003030655,18,80,,,
20241003030656,18,80,,,
20241003030657,18,80,,,
20241003030658,18,80,,,
20241003030659,18,80,,,
20241003030660,18,80,,,
20241003030661,20,80,,,
20241003030662,19,81,,,
20241003030663,18,80,,,
20241003030664,18,80,,,
20241003030665,18,80,,,
20241003030666,18,80,,,
20241003030667,18,80,,,
20241003030668,18,80,,,
20241003030669,18,80,,,
20241003030670,19,81,,,
20241003030671,18,80,,,
20241003030672,18,80,,,
20241003030673,18,80,,,
20241003030674,18,80,,,
20241003030675,18,80,,,
20241003030676,18,80,,,
20241003030677,18,80,,,
20241003030678,19,81,,,
20241003030679,18,80,,,
20241003030680,18,80,,,
20241003030681,18,80,,,
20241003030682,18,80,,,
20241003030683,18,80,,,
20241003030684,18,80,,,
20241003030685,18,80,,,
20241003030686,19,81,,,
20241003030687,18,80,,,
20241003030688,18,80,,,
20241003030689,18,80,,,
20241003030690,18,80,,,
20241003030691,18,80,,,
20241003030692,18,80,,,
20241003030693,18,80,,,
20241003030694,19,81,,,
20241003030695,20,80,,,
20241003030696,18,80,,,
20241003030697,18,80,,,
20241003030698,18,80,,,
20241003030699,18,80,,,
20241003030700,18,80,,,
20241003030701,18,80,,,
20241003030702,19,81,,,
20241003030703,18,80,,,
20241003030704,18,80,,,
20241003030705,18,80,,,
20241003030706,18,80,,,
20241003030707,18,80,,,
20241003030708,18,80,,,
20241003030709,18,80,,,
20241003030710,19,81,,,
20241003030711,18,80,,,
20241003030712,20,80,,,
20241003030713,18,80,,,
20241003030714,18,80,,,
20241003030715,18,80,,,
20241003030716,18,80,,,
20241003030717,18,80,,,
20241003030718,19,81,,,
20241003030719,18,80,,,
20241003030720,18,80,,,
20241003030721,18,80,,,
20241003030722,18,80,,,
20241003030723,18,80,,,
20241003030724,18,80,,,
20241003030725,18,80,,,
20241003030726,19,81,,,
20241003030727,18,80,,,
20241003030728,18,80,,,
20241003030729,20,80,,,
20241003030730,18,80,,,
20241003030731,18,80,,,
20241003030732,18,80,,,
20241003030733,18,80,,,
20241003030734,19,81,,,
20241003030735,18,80,,,
20241003030736,18,80,,,
20241003030737,18,80,,,
20241003030738,18,80,,,
20241003030739,18,80,,,
20241003030740,18,80,,,
20241003030741,18,80,,,
20241003030742,19,81,,,
20241003030743,18,80,,,
20241003030744,18,80,,,
20241003030745,18,80,,,
20241003030746,20,80,,,
20241003030747,18,80,,,
20241003030748,18,80,,,
20241003030749,18,80,,,
20241003030750,19,81,,,
20241003030751,18,80,,,
20241003030752,18,80,,,
20241003030753,18,80,,,
20241003030754,18,80,,,
20241003030755,18,80,,,
20241003030756,18,80,,,
20241003030757,18,80,,,
20241003030758,19,81,,,
20241003030759,18,80,,,
20241003030760,18,80,,,
20241003030761,18,80,,,
20241003030762,18,80,,,
20241003030763,20,80,,,
20241003030764,18,80,,,
20241003030765,18,80,,,
20241003030766,19,81,,,
20241003030767,18,80,,,
20241003030768,18,80,,,
20241003030769,18,80,,,
20241003030770,18,80,,,
20241003030771,18,80,,,
20241003030772,18,80,,,
20241003030773,18,80,,,
20241003030774,19,81,,,
20241003030775,18,80,,,
20241003030776,18,80,,,
20241003030777,18,80,,,
20241003030778,18,80,,,
20241003030779,18,80,,,
20241003030780,20,80,,,
20241003030781,18,80,,,
20241003030782,19,81,,,
20241003030783,18,80,,,
20241003030784,18,80,,,
20241003030785,18,80,,,
20241003030786,18,80,,,
20241003030787,18,80,,,
20241003030788,18,80,,,
20241003030789,18,80,,,
20241003030790,19,81,,,
20241003030791,18,80,,,
20241003030792,18,80,,,
20241003030793,18,80,,,
20241003030794,18,80,,,
20241003030795,18,80,,,
20241003030796,18,80,,,
20241003030797,20,80,,,
20241003030798,19,81,,,
20241003030799,18,80,,,
20241003030800,18,80,,,
20241003030801,18,80,,,
20241003030802,18,80,,,
20241003030803,18,80,,,
20241003030804,18,80,,,
20241003030805,18,80,,,
20241003030806,19,81,,,
20241003030807,18,80,,,
20241003030808,18,80,,,
20241003030809,18,80,,,
20241003030810,18,80,,,
20241003030811,18,80,,,
20241003030812,18,80,,,
20241003030813,18,80,,,
20241003030814,19,81,,,
20241003030815,18,80,,,
20241003030816,18,80,,,
20241003030817,18,80,,,
20241003030818,18,80,,,
20241003030819,18,80,,,
20241003030820,18,80,,,
20241003030821,18,80,,,
20241003030822,19,81,,,
20241003030823,18,80,,,
20241003030824,18,80,,,
20241003030825,18,80,,,
20241003030826,18,80,,,
20241003030827,18,80,,,
20241003030828,18,80,,,
20241003030829,18,80,,,
20241003030830,19,81,,,
20241003030831,20,80,,,
20241003030832,18,80,,,
20241003030833,18,80,,,
20241003030834,18,80,,,
20241003030835,18,80,,,
20241003030836,18,80,,,
20241003030837,18,80,,,
20241003030838,19,81,,,
20241003030839,18,80,,,
20241003030840,18,80,,,
20241003030841,18,80,,,
20241003030842,18,80,,,
20241003030843,18,80,,,
20241003030844,18,80,,,
20241003030845,18,80,,,
20241003030846,19,81,,,
20241003030847,18,80,,,
20241003030848,20,80,,,
20241003030849,18,80,,,
20241003030850,18,80,,,
20241003030851,18,80,,,
20241003030852,18,80,,,
20241003030853,18,80,,,
20241003030854,19,81,,,
20241003030855,18,80,,,
20241003030856,18,80,,,
20241003030857,18,80,,,
20241003030858,18,80,,,
20241003030859,18,80,,,
20241003030860,18,80,,,
20241003030861,18,80,,,
20241003030862,19,81,,,
20241003030863,18,80,,,
20241003030864,18,80,,,
20241003030865,20,80,,,
20241003030866,18,80,,,
20241003030867,18,80,,,
20241003030868,18,80,,,
20241003030869,18,80,,,
20241003030870,19,81,,,
20241003030871,18,80,,,
20241003030872,18,80,,,
20241003030873,18,80,,,
20241003030874,18,80,,,
20241003030875,18,80,,,
20241003030876,18,80,,,
20241003030877,18,80,,,
20241003030878,19,81,,,
20241003030879,18,80,,,
20241003030880,18,80,,,
20241003030881,18,80,,,
20241003030882,20,80,,,
20241003030883,18,80,,,
20241003030884,18,80,,,
20241003030885,18,80,,,
20241003030886,19,81,,,
20241003030887,18,80,,,
20241003030888,18,80,,,
20241003030889,18,80,,,
20241003030890,18,80,,,
20241003030891,18,80,,,
20241003030892,18,80,,,
20241003030893,18,80,,,
20241003030894,19,81,,,
20241003030895,18,80,,,
20241003030896,18,80,,,
20241003030897,18,80,,,
20241003030898,18,80,,,
20241003030899,20,80,,,
20241003030900,18,80,,,
20241003030901,18,80,,,
20241003030902,19,81,,,
20241003030903,18,80,,,
20241003030904,18,80,,,
20241003030905,18,80,,,
20241003030906,18,80,,,
20241003030907,18,80,,,
20241003030908,18,80,,,
20241003030909,18,80,,,
20241003030910,19,81,,,
20241003030911,18,80,,,
20241003030912,18,80,,,
20241003030913,18,80,,,
20241003030914,18,80,,,
20241003030915,18,80,,,
20241003030916,20,80,,,
20241003030917,18,80,,,
20241003030918,19,81,,,
20241003030919,18,80,,,
20241003030920,18,80,,,
20241003030921,18,80,,,
20241003030922,18,80,,,
20241003030923,18,80,,,
20241003030924,18,80,,,
20241003030925,18,80,,,
20241003030926,19,81,,,
20241003030927,18,80,,,
20241003030928,18,80,,,
20241003030929,18,80,,,
20241003030930,18,80,,,
20241003030931,18,80,,,
20241003030932,18,80,,,
20241003030933,20,80,,,
20241003030934,19,81,,,
20241003030935,18,80,,,
20241003030936,18,80,,,
20241003030937,18,80,,,
20241003030938,18,80,,,
20241003030939,18,80,,,
20241003030940,18,80,,,
20241003030941,18,80,,,
20241003030942,19,81,,,
20241003030943,18,80,,,
20241003030944,18,80,,,
20241003030945,18,80,,,
20241003030946,18,80,,,
20241003030947,18,80,,,
20241003030948,18,80,,,
20241003030949,18,80,,,
20241003030950,19,81,,,
20241003030951,18,80,,,
20241003030952,18,80,,,
20241003030953,18,80,,,
20241003030954,18,80,,,
20241003030955,18,80,,,
20241003030956,18,80,,,
20241003030957,18,80,,,
20241003030958,19,81,,,
20241003030959,18,80,,,
20241003030960,18,80,,,
20241003030961,18,80,,,
20241003030962,18,80,,,
20241003030963,18,80,,,
20241003030964,18,80,,,
20241003030965,18,80,,,
20241003030966,19,81,,,
20241003030967,20,80,,,
20241003030968,18,80,,,
20241003030969,18,80,,,
20241003030970,18,80,,,
20241003030971,18,80,,,
20241003030972,18,80,,,
20241003030973,18,80,,,
20241003030974,19,81,,,
20241003030975,18,80,,,
20241003030976,18,80,,,
20241003030977,18,80,,,
20241003030978,18,80,,,
20241003030979,18,80,,,
20241003030980,18,80,,,
20241003030981,18,80,,,
20241003030982,19,81,,,
20241003030983,18,80,,,
20241003030984,20,80,,,
20241003030985,18,80,,,
20241003030986,18,80,,,
20241003030987,18,80,,,
20241003030988,18,80,,,
20241003030989,18,80,,,
20241003030990,19,81,,,
20241003030991,18,80,,,
20241003030992,18,80,,,
20241003030993,18,80,,,
20241003030994,18,80,,,
20241003030995,18,80,,,
20241003030996,18,80,,,
20241003030997,18,80,,,
20241003030998,19,81,,,
20241003030999,18,80,,,
20241003031000,18,80,,,
20241003031001,20,80,,,
20241003031002,18,80,,,
20241003031003,18,80,,,
20241003031004,18,80,,,
20241003031005,18,80,,,
20241003031006,19,81,,,
20241003031007,18,80,,,
20241003031008,18,80,,,
20241003031009,18,80,,,
20241003031010,18,80,,,
20241003031011,18,80,,,
20241003031012,18,80,,,
20241003031013,18,80,,,
20241003031014,19,81,,,
20241003031015,18,80,,,
20241003031016,18,80,,,
20241003031017,18,80,,,
20241003031018,20,80,,,
20241003031019,18,80,,,
20241003031020,18,80,,,
20241003031021,18,80,,,
20241003031022,19,81,,,
20241003031023,18,80,,,
20241003031024,18,80,,,
20241003031025,18,80,,,
20241003031026,18,80,,,
20241003031027,18,80,,,
20241003031028,18,80,,,
20241003031029,18,80,,,
20241003031030,19,81,,,
20241003031031,18,80,,,
20241003031032,18,80,,,
